id,start_time,end_time,age_range,occupation,stress_frequency,mental_health_rating,stress_symptoms,productivity_rating,performance_impact,sleep_hours,overwhelmed_frequency,deadline_impact,mental_health_resources,mental_health_importance
296,11/7/2024 3:15,11/7/2024 3:18,45 - 54,Employee,weekly,Excellent,Fatigue or lack of energy,3,Yes,5 - 6 hours,Sometimes,Agree,No,Agree
297,11/7/2024 3:18,11/7/2024 3:21,45 - 54,Employee,Rarely,Excellent,Fatigue or lack of energy,5,Yes,5 - 6 hours,Rarely,Agree,Yes,Agree
298,11/7/2024 3:20,11/7/2024 3:21,18 - 24,Student,Daily,Excellent,Fatigue or lack of energy;Insomnia;Headaches;Difficulty concentrating,4,Yes,5 - 6 hours,Sometimes,Agree,Yes,Strongly agree
299,11/7/2024 3:19,11/7/2024 3:21,18 - 24,Student,weekly,Average,Fatigue or lack of energy;Difficulty concentrating;Increased irritability;Insomnia;Headaches,3,Yes,5 - 6 hours,Sometimes,Strongly agree,Yes,Strongly agree
300,11/7/2024 3:21,11/7/2024 3:23,45 - 54,Employee,Monthly,Average,Increased irritability,3,Yes,5 - 6 hours,Rarely,Disagree,No,Agree
301,11/7/2024 3:23,11/7/2024 3:23,25 - 34,Employee,weekly,Average,Fatigue or lack of energy;Increased irritability;Headaches,3,Yes,5 - 6 hours,Sometimes,Strongly agree,No,Strongly agree
302,11/7/2024 3:24,11/7/2024 3:26,55 +,Employee,Rarely,Average,Insomnia;Difficulty concentrating;Fatigue or lack of energy,4,Yes,5 - 6 hours,Rarely,Agree,Yes,Agree
303,11/7/2024 3:29,11/7/2024 3:30,25 - 34,Employee,Rarely,Excellent,Fatigue or lack of energy;Difficulty concentrating,3,Yes,7 - 8 hours,Rarely,Agree,Yes,Agree
304,11/7/2024 3:33,11/7/2024 3:34,18 - 24,Employee,weekly,Average,Fatigue or lack of energy;Insomnia,4,No,7 - 8 hours,Sometimes,Nither agree or disagree,No,Strongly agree
305,11/7/2024 3:35,11/7/2024 3:36,18 - 24,Student,weekly,Average,Fatigue or lack of energy;Increased irritability;Difficulty concentrating,3,Yes,5 - 6 hours,Sometimes,Agree,Yes,Agree
306,11/7/2024 3:35,11/7/2024 3:37,45 - 54,Employee,Rarely,Excellent,Fatigue or lack of energy;Increased irritability,3,Yes,7 - 8 hours,Rarely,Agree,Yes,Strongly agree
307,11/7/2024 3:37,11/7/2024 3:39,18 - 24,Student,Monthly,Average,Fatigue or lack of energy;Difficulty concentrating;Increased irritability,2,Yes,3 - 4 hours,Sometimes,Agree,Yes,Agree
308,11/7/2024 3:37,11/7/2024 3:45,45 - 54,Employee,Monthly,Average,Increased irritability;Fatigue or lack of energy,3,Yes,5 - 6 hours,Sometimes,Agree,No,Strongly agree
309,11/7/2024 3:48,11/7/2024 3:49,55 +,Employee,Rarely,Excellent,Insomnia,4,No,7 - 8 hours,Rarely,Agree,Yes,Agree
310,11/7/2024 3:50,11/7/2024 3:51,45 - 54,other,Never,Great,Insomnia,3,No,7 - 8 hours,Never,Strongly agree,Yes,Strongly agree
311,11/7/2024 3:51,11/7/2024 3:54,18 - 24,Student,weekly,Average,Fatigue or lack of energy;Difficulty concentrating;Increased irritability;Insomnia,3,Yes,5 - 6 hours,Sometimes,Agree,Yes,Agree
312,11/7/2024 3:51,11/7/2024 3:54,45 - 54,Employee,Rarely,Excellent,Difficulty concentrating,3,No,7 - 8 hours,Rarely,Agree,No,Agree
313,11/7/2024 3:53,11/7/2024 3:54,35 - 44,Employee,weekly,Average,Fatigue or lack of energy;Insomnia;Increased irritability,4,Yes,5 - 6 hours,Always,Agree,Yes,Strongly agree
314,11/7/2024 3:51,11/7/2024 3:55,55 +,Employee,weekly,Great,Insomnia,4,Yes,5 - 6 hours,Sometimes,Agree,Yes,Agree
315,11/7/2024 3:57,11/7/2024 3:58,25 - 34,Employee,Rarely,Average,Fatigue or lack of energy;Difficulty concentrating;Increased irritability,3,Yes,3 - 4 hours,Rarely,Nither agree or disagree,No,Agree
316,11/7/2024 3:55,11/7/2024 3:58,55 +,other,Monthly,Excellent,Fatigue or lack of energy,3,Yes,7 - 8 hours,Sometimes,Nither agree or disagree,No,Agree
317,11/7/2024 3:57,11/7/2024 3:59,45 - 54,Employee,weekly,Very Poor,Increased irritability,3,Yes,7 - 8 hours,Sometimes,Agree,No,Agree
318,11/7/2024 3:58,11/7/2024 3:59,18 - 24,Student,weekly,Average,Fatigue or lack of energy;Difficulty concentrating;Increased irritability;Insomnia;Headaches,4,Yes,5 - 6 hours,Sometimes,Agree,Yes,Strongly agree
319,11/7/2024 3:58,11/7/2024 4:00,55 +,Employee,Rarely,Average,Fatigue or lack of energy;Insomnia,3,Yes,5 - 6 hours,Sometimes,Agree,No,Agree
320,11/7/2024 4:01,11/7/2024 4:03,45 - 54,Employee,Monthly,Excellent,Difficulty concentrating,3,Yes,7 - 8 hours,Rarely,Agree,No,Agree
321,11/7/2024 4:02,11/7/2024 4:03,45 - 54,Employee,Rarely,Excellent,Fatigue or lack of energy,3,Yes,5 - 6 hours,Sometimes,Agree,No,Strongly agree
322,11/7/2024 4:00,11/7/2024 4:04,55 +,other,weekly,Excellent,Difficulty concentrating;Insomnia,3,Yes,5 - 6 hours,Often,Agree,No,Strongly agree
323,11/7/2024 4:03,11/7/2024 4:05,45 - 54,Employee,Rarely,Excellent,Insomnia,3,Yes,5 - 6 hours,Sometimes,Disagree,Yes,Nither agree or disagree
324,11/7/2024 4:07,11/7/2024 4:08,35 - 44,Employee,Daily,Average,Difficulty concentrating,3,No,5 - 6 hours,Sometimes,Agree,No,Agree
325,11/7/2024 4:06,11/7/2024 4:08,55 +,other,weekly,Great,Insomnia,1,No,7 - 8 hours,Sometimes,Agree,No,Agree
326,11/7/2024 4:06,11/7/2024 4:09,45 - 54,Employee,Rarely,Average,Fatigue or lack of energy,3,No,7 - 8 hours,Rarely,Nither agree or disagree,No,Nither agree or disagree
327,11/7/2024 4:09,11/7/2024 4:12,45 - 54,Employee,Rarely,Great,Difficulty concentrating,3,No,5 - 6 hours,Rarely,Agree,No,Agree
328,11/7/2024 4:16,11/7/2024 4:18,45 - 54,Employee,weekly,Excellent,Increased irritability,3,Yes,7 - 8 hours,Often,Agree,No,Agree
329,11/7/2024 4:18,11/7/2024 4:19,35 - 44,Employee,Daily,Average,Increased irritability;Fatigue or lack of energy,4,Yes,5 - 6 hours,Sometimes,Agree,No,Agree
330,11/7/2024 4:18,11/7/2024 4:20,55 +,other,Rarely,Great,Difficulty concentrating,4,No,5 - 6 hours,Rarely,Nither agree or disagree,No,Nither agree or disagree
331,11/7/2024 4:19,11/7/2024 4:20,45 - 54,Employee,Rarely,Excellent,Increased irritability,4,Yes,5 - 6 hours,Rarely,Agree,Yes,Agree
332,11/7/2024 4:19,11/7/2024 4:21,45 - 54,Employee,Monthly,Average,Fatigue or lack of energy;Shoulder and neck pain,3,Yes,5 - 6 hours,Rarely,Agree,Yes,Strongly agree
333,11/7/2024 4:19,11/7/2024 4:21,55 +,other,Rarely,Excellent,Increased irritability;Insomnia,5,Yes,5 - 6 hours,Sometimes,Agree,No,Strongly agree
334,11/7/2024 4:20,11/7/2024 4:21,18 - 24,Student,Monthly,Average,Increased irritability;Fatigue or lack of energy,3,Yes,5 - 6 hours,Sometimes,Disagree,Yes,Agree
335,11/7/2024 4:22,11/7/2024 4:24,35 - 44,Employee,weekly,Average,Fatigue or lack of energy;Increased irritability,3,Yes,5 - 6 hours,Sometimes,Disagree,No,Strongly agree
336,11/7/2024 4:22,11/7/2024 4:24,45 - 54,other,Daily,Average,Insomnia,3,Yes,5 - 6 hours,Sometimes,Agree,Yes,Agree
337,11/7/2024 4:26,11/7/2024 4:28,45 - 54,Employee,weekly,Average,Fatigue or lack of energy,3,Yes,5 - 6 hours,Sometimes,Agree,No,Strongly agree
338,11/7/2024 4:27,11/7/2024 4:28,55 +,Employee,Rarely,Great,Insomnia,4,No,3 - 4 hours,Sometimes,Nither agree or disagree,No,Nither agree or disagree
339,11/7/2024 4:30,11/7/2024 4:31,45 - 54,Employee,Monthly,Average,Fatigue or lack of energy;Increased irritability,4,Yes,5 - 6 hours,Often,Strongly agree,No,Agree
340,11/7/2024 4:31,11/7/2024 4:32,55 +,Employee,Rarely,Average,Fatigue or lack of energy,3,No,5 - 6 hours,Rarely,Agree,Yes,Agree
341,11/7/2024 4:32,11/7/2024 4:35,45 - 54,Employee,Rarely,Excellent,Insomnia,4,Yes,5 - 6 hours,Rarely,Agree,No,Agree
342,11/7/2024 4:34,11/7/2024 4:37,18 - 24,Employee,weekly,Average,Fatigue or lack of energy,4,Yes,5 - 6 hours,Sometimes,Disagree,Yes,Agree
343,11/7/2024 4:36,11/7/2024 4:38,45 - 54,Employee,weekly,Very Poor,Increased irritability;Headaches,2,Yes,5 - 6 hours,Always,Strongly agree,No,Agree
344,11/7/2024 4:37,11/7/2024 4:39,45 - 54,Employee,Rarely,Excellent,Fatigue or lack of energy,1,No,5 - 6 hours,Rarely,Agree,Yes,Agree
345,11/7/2024 4:37,11/7/2024 4:39,45 - 54,Employee,Rarely,Excellent,None;,3,No,7 - 8 hours,Rarely,Agree,Yes,Agree
346,11/7/2024 4:37,11/7/2024 4:40,35 - 44,Employee,Rarely,Great,Fatigue or lack of energy,5,Yes,5 - 6 hours,Never,Strongly agree,No,Strongly agree
347,11/7/2024 4:39,11/7/2024 4:41,25 - 34,Employee,weekly,Average,Difficulty concentrating;Headaches,4,Yes,5 - 6 hours,Sometimes,Disagree,No,Agree
348,11/7/2024 4:40,11/7/2024 4:41,55 +,Employee,Rarely,Excellent,Headaches;Increased irritability,4,No,3 - 4 hours,Rarely,Agree,No,Agree
349,11/7/2024 4:41,11/7/2024 4:43,55 +,Employee,Never,Great,Difficulty concentrating,5,Yes,5 - 6 hours,Never,Agree,No,Strongly agree
350,11/7/2024 4:41,11/7/2024 4:43,55 +,Employee,Daily,Very Poor,Fatigue or lack of energy;Increased irritability,3,Yes,5 - 6 hours,Sometimes,Agree,No,Agree
351,11/7/2024 4:42,11/7/2024 4:46,45 - 54,Employee,weekly,Average,Fatigue or lack of energy;Insomnia;Headaches,5,No,7 - 8 hours,Often,Agree,Yes,Agree
352,11/7/2024 4:47,11/7/2024 4:49,55 +,Employee,weekly,Average,Increased irritability,3,Yes,5 - 6 hours,Often,Strongly agree,Yes,Strongly agree
353,11/7/2024 4:52,11/7/2024 4:54,35 - 44,Employee,weekly,Average,Increased irritability;Headaches,4,Yes,5 - 6 hours,Sometimes,Agree,Yes,Agree
354,11/7/2024 4:53,11/7/2024 4:54,55 +,Employee,Monthly,Average,Increased irritability,4,Yes,5 - 6 hours,Sometimes,Agree,Yes,Strongly agree
355,11/7/2024 4:53,11/7/2024 4:55,35 - 44,Employee,weekly,Excellent,Fatigue or lack of energy;Headaches,4,Yes,5 - 6 hours,Sometimes,Agree,No,Strongly disagree
356,11/7/2024 4:54,11/7/2024 4:55,35 - 44,other,Rarely,Excellent,Fatigue or lack of energy,3,Yes,5 - 6 hours,Rarely,Agree,No,Nither agree or disagree
357,11/7/2024 4:55,11/7/2024 4:56,18 - 24,Student,Rarely,Average,Insomnia;Difficulty concentrating;Fatigue or lack of energy,3,Yes,5 - 6 hours,Sometimes,Agree,Yes,Agree
358,11/7/2024 4:54,11/7/2024 4:56,55 +,Employee,Daily,Average,Insomnia,4,Yes,7 - 8 hours,Often,Strongly agree,No,Agree
359,11/7/2024 4:55,11/7/2024 4:56,25 - 34,Employee,Rarely,Great,Fatigue or lack of energy;Difficulty concentrating,4,Yes,5 - 6 hours,Sometimes,Agree,Yes,Strongly agree
360,11/7/2024 4:59,11/7/2024 5:02,45 - 54,Employee,Monthly,Average,Fatigue or lack of energy;Increased irritability,1,Yes,7 - 8 hours,Sometimes,Agree,Yes,Agree
361,11/7/2024 5:01,11/7/2024 5:03,18 - 24,Employee,Daily,Average,Insomnia;Fatigue or lack of energy;Increased irritability,5,Yes,5 - 6 hours,Often,Nither agree or disagree,No,Strongly agree
362,11/7/2024 4:56,11/7/2024 5:03,55 +,Employee,Rarely,Great,Difficulty concentrating,5,Yes,7 - 8 hours,Rarely,Agree,Yes,Strongly agree
363,11/7/2024 5:03,11/7/2024 5:05,45 - 54,Employee,Rarely,Excellent,Fatigue or lack of energy;Increased irritability;Insomnia;Headaches;Difficulty concentrating,3,Yes,5 - 6 hours,Sometimes,Agree,Yes,Strongly agree
364,11/7/2024 5:04,11/7/2024 5:06,45 - 54,Employee,Daily,Excellent,Fatigue or lack of energy;Difficulty concentrating;Increased irritability;Insomnia,4,Yes,5 - 6 hours,Sometimes,Agree,No,Strongly agree
365,11/7/2024 4:27,11/7/2024 5:10,55 +,Employee,Rarely,Excellent,Insomnia,4,Yes,7 - 8 hours,Rarely,Agree,No,Agree
366,11/7/2024 5:11,11/7/2024 5:12,18 - 24,Student,weekly,Very Poor,Fatigue or lack of energy;Difficulty concentrating;Insomnia;Headaches;Increased irritability,3,Yes,5 - 6 hours,Sometimes,Agree,Yes,Nither agree or disagree
367,11/7/2024 5:13,11/7/2024 5:15,35 - 44,Employee,weekly,Average,Insomnia,3,Yes,5 - 6 hours,Sometimes,Nither agree or disagree,Yes,Agree
368,11/7/2024 5:18,11/7/2024 5:20,25 - 34,Employee,Monthly,Excellent,Difficulty concentrating;Fatigue or lack of energy;Headaches,2,Yes,5 - 6 hours,Often,Agree,No,Strongly agree
369,11/7/2024 5:20,11/7/2024 5:22,18 - 24,Student,Monthly,Average,Fatigue or lack of energy;,4,Yes,7 - 8 hours,Sometimes,Agree,Yes,Agree
370,11/7/2024 5:24,11/7/2024 5:25,25 - 34,Employee,weekly,Average,Fatigue or lack of energy;Increased irritability,4,Yes,5 - 6 hours,Rarely,Agree,No,Strongly agree
371,11/7/2024 5:24,11/7/2024 5:27,45 - 54,Employee,Rarely,Average,Fatigue or lack of energy;Increased irritability,5,Yes,7 - 8 hours,Rarely,Agree,Yes,Strongly agree
372,11/7/2024 5:31,11/7/2024 5:32,45 - 54,Employee,weekly,Great,Insomnia,5,Yes,7 - 8 hours,Often,Agree,Yes,Agree
373,11/7/2024 5:32,11/7/2024 5:33,45 - 54,Employee,Rarely,Average,Increased irritability,3,Yes,5 - 6 hours,Rarely,Disagree,Yes,Strongly agree
374,11/7/2024 5:45,11/7/2024 5:46,18 - 24,Student,Monthly,Average,Fatigue or lack of energy,3,Yes,3 - 4 hours,Sometimes,Nither agree or disagree,Yes,Nither agree or disagree
375,11/7/2024 5:43,11/7/2024 5:47,45 - 54,other,Rarely,Average,Difficulty concentrating;Insomnia,1,No,5 - 6 hours,Rarely,Disagree,No,Agree
376,11/7/2024 5:47,11/7/2024 5:47,18 - 24,Employee,Rarely,Great,Fatigue or lack of energy;Difficulty concentrating;Insomnia,2,No,5 - 6 hours,Rarely,Agree,Yes,Agree
377,11/7/2024 5:51,11/7/2024 5:52,18 - 24,Student,Daily,Very Poor,Fatigue or lack of energy;Difficulty concentrating;Increased irritability,1,Yes,7 - 8 hours,Often,Agree,Yes,Strongly agree
378,11/7/2024 6:03,11/7/2024 6:04,18 - 24,Student,Daily,Average,Increased irritability;Fatigue or lack of energy;Difficulty concentrating;Insomnia;Headaches,4,Yes,7 - 8 hours,Rarely,Agree,No,Nither agree or disagree
379,11/7/2024 6:03,11/7/2024 6:04,35 - 44,Employee,Daily,Average,Insomnia,1,Yes,7 - 8 hours,Often,Strongly agree,No,Agree
380,11/7/2024 6:05,11/7/2024 6:07,55 +,Employee,Rarely,Average,Fatigue or lack of energy,4,No,5 - 6 hours,Sometimes,Nither agree or disagree,No,Nither agree or disagree
381,11/7/2024 6:05,11/7/2024 6:07,25 - 34,Employee,weekly,Average,Fatigue or lack of energy;Increased irritability;Insomnia;Headaches,4,No,5 - 6 hours,Often,Strongly agree,Yes,Strongly agree
382,11/7/2024 6:06,11/7/2024 6:07,55 +,Employee,Monthly,Average,Fatigue or lack of energy,3,Yes,5 - 6 hours,Sometimes,Agree,Yes,Strongly agree
383,11/7/2024 6:09,11/7/2024 6:10,35 - 44,Employee,Monthly,Excellent,Fatigue or lack of energy,5,Yes,7 - 8 hours,Rarely,Agree,Yes,Agree
384,11/7/2024 6:08,11/7/2024 6:10,45 - 54,Employee,weekly,Excellent,Difficulty concentrating,3,No,5 - 6 hours,Sometimes,Disagree,No,Agree
385,11/7/2024 6:18,11/7/2024 6:19,45 - 54,other,Rarely,Great,Fatigue or lack of energy;Increased irritability,4,Yes,7 - 8 hours,Sometimes,Agree,No,Agree
386,11/7/2024 6:27,11/7/2024 6:27,25 - 34,Employee,Monthly,Average,Increased irritability;Fatigue or lack of energy,3,Yes,7 - 8 hours,Rarely,Strongly agree,Yes,Strongly agree
387,11/7/2024 6:27,11/7/2024 6:28,45 - 54,Employee,Monthly,Average,Fatigue or lack of energy;Difficulty concentrating;Increased irritability;Insomnia,3,Yes,5 - 6 hours,Sometimes,Nither agree or disagree,Yes,Agree
388,11/7/2024 6:32,11/7/2024 6:33,25 - 34,Employee,weekly,Average,Difficulty concentrating;Increased irritability;Fatigue or lack of energy,4,Yes,5 - 6 hours,Sometimes,Agree,Yes,Agree
389,11/7/2024 6:35,11/7/2024 6:36,18 - 24,Employee,Rarely,Excellent,Fatigue or lack of energy,4,No,5 - 6 hours,Sometimes,Agree,No,Nither agree or disagree
390,11/7/2024 6:48,11/7/2024 6:49,18 - 24,Student,Monthly,Average,Fatigue or lack of energy,2,Yes,7 - 8 hours,Sometimes,Nither agree or disagree,No,Strongly agree
391,11/7/2024 6:49,11/7/2024 6:51,18 - 24,Student,Monthly,Average,Fatigue or lack of energy;Increased irritability,3,Yes,7 - 8 hours,Sometimes,Agree,Yes,Nither agree or disagree
392,11/7/2024 6:49,11/7/2024 6:52,55 +,Employee,Rarely,Average,Difficulty concentrating,3,No,7 - 8 hours,Sometimes,Agree,No,Agree
393,11/7/2024 6:56,11/7/2024 6:57,18 - 24,Student,weekly,Average,Fatigue or lack of energy;Difficulty concentrating;Insomnia,3,Yes,5 - 6 hours,Sometimes,Agree,Yes,Strongly agree
394,11/7/2024 7:03,11/7/2024 7:06,25 - 34,Employee,Monthly,Excellent,Fatigue or lack of energy;Difficulty concentrating;Increased irritability;Insomnia;Headaches,4,Yes,7 - 8 hours,Rarely,Agree,No,Strongly agree
395,11/7/2024 7:09,11/7/2024 7:09,25 - 34,Employee,Monthly,Average,Increased irritability;Difficulty concentrating,3,Yes,5 - 6 hours,Rarely,Agree,No,Agree
396,11/7/2024 7:39,11/7/2024 7:41,35 - 44,Employee,Daily,Excellent,Fatigue or lack of energy;Difficulty concentrating;Increased irritability,4,Yes,5 - 6 hours,Sometimes,Agree,No,Agree
397,11/7/2024 7:42,11/7/2024 7:45,45 - 54,Employee,weekly,Average,Insomnia;Increased irritability,3,Yes,3 - 4 hours,Often,Agree,Yes,Agree
398,11/7/2024 8:05,11/7/2024 8:06,18 - 24,Student,Monthly,Average,Difficulty concentrating,3,No,3 - 4 hours,Sometimes,Nither agree or disagree,Yes,Nither agree or disagree
399,11/7/2024 8:05,11/7/2024 8:07,55 +,Employee,Rarely,Average,Fatigue or lack of energy,3,Yes,5 - 6 hours,Sometimes,Agree,No,Agree
400,11/7/2024 8:07,11/7/2024 8:09,25 - 34,Employee,weekly,Average,Fatigue or lack of energy;Increased irritability,4,Yes,5 - 6 hours,Sometimes,Agree,No,Agree
401,11/7/2024 8:12,11/7/2024 8:12,45 - 54,Employee,Rarely,Great,Fatigue or lack of energy,1,Yes,7 - 8 hours,Rarely,Strongly agree,Yes,Strongly agree
402,11/7/2024 8:15,11/7/2024 8:17,18 - 24,Student,Monthly,Average,Fatigue or lack of energy;Increased irritability,3,Yes,7 - 8 hours,Often,Nither agree or disagree,Yes,Strongly agree
403,11/7/2024 8:19,11/7/2024 8:20,25 - 34,Student,weekly,Average,Difficulty concentrating;Fatigue or lack of energy,3,Yes,5 - 6 hours,Sometimes,Agree,Yes,Agree
404,11/7/2024 7:09,11/7/2024 8:24,45 - 54,Employee,Rarely,Excellent,Increased irritability;Insomnia,4,No,5 - 6 hours,Sometimes,Agree,No,Agree
405,11/7/2024 8:36,11/7/2024 8:37,55 +,Employee,Rarely,Great,Fatigue or lack of energy,4,Yes,7 - 8 hours,Rarely,Nither agree or disagree,Yes,Strongly agree
406,11/7/2024 8:49,11/7/2024 8:50,18 - 24,Student,weekly,Average,Insomnia;Increased irritability;Difficulty concentrating;Fatigue or lack of energy,3,No,5 - 6 hours,Sometimes,Agree,No,Agree
407,11/7/2024 9:03,11/7/2024 9:04,25 - 34,Employee,Daily,Very Poor,Fatigue or lack of energy;Difficulty concentrating;Increased irritability,3,Yes,5 - 6 hours,Sometimes,Strongly agree,Yes,Strongly agree
408,11/7/2024 9:15,11/7/2024 9:16,25 - 34,Student,Daily,Very Poor,Increased irritability,2,Yes,1 - 2 hours,Always,Nither agree or disagree,No,Nither agree or disagree
409,11/7/2024 9:42,11/7/2024 9:44,18 - 24,Student,Rarely,Excellent,Fatigue or lack of energy,4,No,7 - 8 hours,Rarely,Nither agree or disagree,Yes,Strongly agree
410,11/7/2024 9:47,11/7/2024 9:48,18 - 24,Student,Rarely,Average,Fatigue or lack of energy;Increased irritability,3,No,5 - 6 hours,Sometimes,Nither agree or disagree,Yes,Nither agree or disagree
411,11/7/2024 10:04,11/7/2024 10:05,18 - 24,Student,weekly,Average,Fatigue or lack of energy;Increased irritability,3,Yes,5 - 6 hours,Rarely,Agree,Yes,Nither agree or disagree
412,11/7/2024 11:27,11/7/2024 11:29,18 - 24,Student,Rarely,Excellent,Increased irritability;Fatigue or lack of energy,4,No,7 - 8 hours,Rarely,Nither agree or disagree,No,Agree
413,11/7/2024 12:30,11/7/2024 12:31,18 - 24,Student,weekly,Very Poor,Increased irritability;Insomnia,4,No,7 - 8 hours,Rarely,Nither agree or disagree,No,Agree
414,11/7/2024 13:27,11/7/2024 13:28,18 - 24,Student,Rarely,Excellent,Insomnia,2,Yes,7 - 8 hours,Rarely,Nither agree or disagree,No,Strongly agree
415,11/7/2024 14:45,11/7/2024 14:47,25 - 34,Employee,weekly,Average,Fatigue or lack of energy;Increased irritability,4,No,7 - 8 hours,Rarely,Agree,No,Agree
416,11/7/2024 14:47,11/7/2024 14:48,18 - 24,Student,Rarely,Excellent,Increased irritability;Fatigue or lack of energy,3,No,5 - 6 hours,Sometimes,Nither agree or disagree,Yes,Agree
417,11/7/2024 14:50,11/7/2024 14:53,45 - 54,Employee,weekly,Excellent,Insomnia,3,Yes,5 - 6 hours,Sometimes,Agree,No,Agree
418,11/7/2024 15:02,11/7/2024 15:05,25 - 34,Employee,Rarely,Excellent,Increased irritability,2,No,5 - 6 hours,Rarely,Agree,No,Agree
419,11/7/2024 15:59,11/7/2024 16:01,25 - 34,Student,Daily,Average,Fatigue or lack of energy;Difficulty concentrating,2,Yes,5 - 6 hours,Sometimes,Agree,Yes,Strongly agree
420,11/7/2024 16:09,11/7/2024 16:11,18 - 24,Employee,Monthly,Average,Fatigue or lack of energy;Difficulty concentrating;Insomnia,3,Yes,5 - 6 hours,Sometimes,Agree,Yes,Agree
421,11/7/2024 17:24,11/7/2024 17:26,45 - 54,Employee,Rarely,Excellent,Fatigue or lack of energy;Increased irritability;Headaches,3,Yes,5 - 6 hours,Sometimes,Agree,No,Agree
422,11/7/2024 17:26,11/7/2024 17:26,18 - 24,Student,Daily,Average,Difficulty concentrating;Increased irritability;Insomnia,5,Yes,1 - 2 hours,Always,Agree,No,Agree
423,11/7/2024 17:29,11/7/2024 17:30,45 - 54,Employee,Daily,Excellent,Increased irritability;Insomnia,5,No,5 - 6 hours,Rarely,Disagree,Yes,Nither agree or disagree
424,11/7/2024 17:29,11/7/2024 17:31,35 - 44,Employee,Rarely,Great,Increased irritability,5,Yes,5 - 6 hours,Rarely,Agree,Yes,Strongly agree
425,11/7/2024 17:30,11/7/2024 17:32,18 - 24,Employee,Monthly,Average,Fatigue or lack of energy;Increased irritability;Insomnia;Headaches,3,Yes,7 - 8 hours,Often,Agree,No,Nither agree or disagree
426,11/7/2024 17:31,11/7/2024 17:32,35 - 44,Employee,Daily,Average,Increased irritability;Fatigue or lack of energy,4,Yes,7 - 8 hours,Sometimes,Agree,No,Agree
427,11/7/2024 17:31,11/7/2024 17:32,45 - 54,Employee,Rarely,Excellent,Fatigue or lack of energy;Difficulty concentrating,4,Yes,3 - 4 hours,Rarely,Agree,No,Agree
428,11/7/2024 17:32,11/7/2024 17:33,35 - 44,Employee,Monthly,Average,Increased irritability;Insomnia,2,Yes,7 - 8 hours,Rarely,Agree,Yes,Agree
429,11/7/2024 17:33,11/7/2024 17:34,45 - 54,Employee,Daily,Average,Headaches;Fatigue or lack of energy;Difficulty concentrating,3,No,5 - 6 hours,Rarely,Nither agree or disagree,No,Nither agree or disagree
430,11/7/2024 17:32,11/7/2024 17:34,45 - 54,Employee,Monthly,Excellent,Fatigue or lack of energy;Headaches,5,Yes,7 - 8 hours,Sometimes,Agree,No,Agree
431,11/7/2024 17:35,11/7/2024 17:37,55 +,Employee,Monthly,Average,Fatigue or lack of energy,4,No,7 - 8 hours,Sometimes,Agree,No,Nither agree or disagree
432,11/7/2024 17:35,11/7/2024 17:37,25 - 34,Student,Monthly,Very Poor,Fatigue or lack of energy;Difficulty concentrating;Increased irritability;Headaches,4,Yes,5 - 6 hours,Often,Disagree,Yes,Agree
433,11/7/2024 17:33,11/7/2024 17:38,55 +,other,Rarely,Average,Fatigue or lack of energy,3,Yes,7 - 8 hours,Rarely,Agree,Yes,Agree
434,11/7/2024 17:39,11/7/2024 17:40,55 +,Employee,Monthly,Excellent,Insomnia;Fatigue or lack of energy,4,Yes,5 - 6 hours,Sometimes,Agree,Yes,Agree
435,11/7/2024 17:40,11/7/2024 17:42,35 - 44,Employee,weekly,Average,Difficulty concentrating;Increased irritability;Headaches;Insomnia;Fatigue or lack of energy,4,Yes,5 - 6 hours,Sometimes,Agree,No,Agree
436,11/7/2024 17:47,11/7/2024 17:48,45 - 54,Employee,Monthly,Excellent,Difficulty concentrating;Insomnia;Fatigue or lack of energy;Increased irritability,3,Yes,5 - 6 hours,Sometimes,Strongly agree,No,Strongly agree
437,11/7/2024 17:47,11/7/2024 17:50,25 - 34,Employee,weekly,Excellent,Insomnia,3,No,5 - 6 hours,Sometimes,Agree,No,Nither agree or disagree
438,11/7/2024 17:51,11/7/2024 17:52,55 +,other,weekly,Average,Increased irritability;Difficulty concentrating,2,Yes,7 - 8 hours,Sometimes,Strongly agree,No,Agree
439,11/7/2024 17:53,11/7/2024 17:54,55 +,Employee,Rarely,Excellent,Increased irritability;Headaches,3,Yes,7 - 8 hours,Rarely,Agree,No,Strongly agree
440,11/7/2024 17:55,11/7/2024 17:58,45 - 54,Employee,Rarely,Average,Headaches;Insomnia,4,No,3 - 4 hours,Rarely,Strongly agree,No,Agree
441,11/7/2024 17:58,11/7/2024 17:59,45 - 54,Employee,Monthly,Excellent,Fatigue or lack of energy,3,No,7 - 8 hours,Sometimes,Agree,Yes,Agree
442,11/7/2024 17:59,11/7/2024 18:02,55 +,other,weekly,Average,Fatigue or lack of energy;Increased irritability,3,No,5 - 6 hours,Sometimes,Nither agree or disagree,No,Agree
443,11/7/2024 18:01,11/7/2024 18:04,55 +,other,weekly,Average,Insomnia;Increased irritability,3,Yes,7 - 8 hours,Sometimes,Agree,No,Agree
444,11/7/2024 18:04,11/7/2024 18:05,45 - 54,Employee,Daily,Very Poor,Increased irritability;Fatigue or lack of energy;Insomnia,3,Yes,3 - 4 hours,Rarely,Agree,No,Agree
445,11/7/2024 18:06,11/7/2024 18:07,45 - 54,Employee,Rarely,Great,Difficulty concentrating,4,Yes,5 - 6 hours,Rarely,Agree,No,Agree
